Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Blaziken (Shadow),86.8,257,fire,fighting,103,65,85,569075,19.5,766,Ember,Aura Sphere,Blaze Kick,5,4,3,10000
Incineroar,86.8,727,fire,dark,89.6,78.1,93,650792,18.5,766,Fire Fang,Drain Punch,Blast Burn,7,9,3,10000
Skuntank,86.4,435,poison,dark,87.1,68.1,113,670261,23.5,764,Poison Jab,Crunch,Trailblaze,7,7,3,50000
Hawlucha,85.8,701,fighting,flying,91.2,77,91,639038,23,766,Low Kick,Flying Press,Aerial Ace,5,6,5,75000
Machamp (Shadow),85.8,68,fighting,none,96.9,70.5,88,601168,18,766,Karate Chop,Cross Chop,Rock Slide,4,5,3,50000
Overqwil,85.8,904,dark,poison,93.7,76.5,87,623620,18.5,766,Poison Sting,Aqua Tail,Dark Pulse,4,5,5,75000
Greninja,85.6,658,water,dark,99.8,71.8,82,587582,21,767,Water Shuriken,Hydro Cannon,Brutal Swing,3,3,3,10000
Lokix,85.6,920,bug,dark,95,74.4,87,614916,24,767,Bug Bite,X-Scissor,Trailblaze,14,15,1,50000
Throh,85.6,538,fighting,none,78.9,77.1,122,742149,22,767,Low Kick,Brick Break,Body Slam,5,5,5,75000
Claydol (Shadow),85.3,344,ground,psychic,74.1,123.5,86,787016,29,768,Mud Slap,Rock Tomb,Earth Power,5,5,3,50000
Metang,85.1,375,steel,psychic,81.4,108.9,96,850988,36,836,Fury Cutter,Psyshock,Gyro Ball,10,13,5,75000
Grimer (Alolan),84.9,88,poison,dark,98.3,69.6,137,937310,49,960,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Hakamo-o,84.8,783,dragon,fighting,86.6,101.6,92,809468,36.5,841,Dragon Tail,Brick Break,Rock Tomb,4,5,5,75000
Poliwrath,84.8,62,water,fighting,82.9,87.3,98,709243,21.5,767,Mud Shot,Icy Wind,Dynamic Punch,5,5,3,50000
Throh (Shadow),84.8,538,fighting,none,78.9,77.1,122,742149,22,767,Low Kick,Brick Break,Body Slam,5,5,5,75000
Grimmsnarl,84.6,861,dark,fairy,97.5,65,95,602063,19.5,767,Low Kick,Foul Play,Draining Kiss,5,7,5,50000
Raichu (Alolan),84.6,26,electric,psychic,96.9,78.7,79,602456,24,766,Volt Switch,Volt Tackle,Trailblaze,3,3,1,10000
Guzzlord,84.4,799,dark,dragon,81,47.3,189,724116,19.5,767,Dragon Tail,Brutal Swing,Dragon Claw,3,5,20,100000
Gurdurr (Shadow),84.1,533,fighting,none,89.7,71.6,102,655097,26,767,Low Kick,Brick Break,Stone Edge,5,7,5,75000
Machamp,84.1,68,fighting,none,96.9,70.5,88,601168,18,766,Karate Chop,Cross Chop,Rock Slide,4,5,3,50000
Bronzong,83.8,437,steel,psychic,79.3,108.9,86,742676,25,767,Metal Sound,Weather Ball (Water),Bulldoze,5,7,3,50000
Primeape,83.6,57,fighting,none,99.3,71.6,83,590120,24,766,Karate Chop,Rage Fist,Ice Punch,5,5,3,50000
Gallade,83.1,475,psychic,fighting,97.7,82.7,74,597904,18,767,Low Kick,Leaf Blade,Sacred Sword,5,5,5,75000
Morgrem,82.9,860,dark,fairy,100.2,78.7,118,930517,49.5,966,Sucker Punch,Foul Play,Play Rough,6,9,5,50000
Kommo-o,82.8,784,dragon,fighting,88.5,98.6,76,663184,16.5,766,Dragon Tail,Clanging Scales,Upper Hand,4,4,5,75000
Umbreon,82.8,197,dark,none,64.6,126.6,111,907798,27,767,Snarl,Dark Pulse,Last Resort,4,5,5,75000
Cresselia,82.4,488,psychic,none,66.7,115,114,874437,20,766,Psycho Cut,Grass Knot,Moonblast,6,6,20,100000
Pawniard,82.3,624,dark,steel,105.7,86.3,95,866581,49,960,Fury Cutter,Night Slash,Iron Head,9,13,5,75000
Houndoom (Shadow),82.1,229,dark,fire,99.8,69.6,84,583471,21,767,Incinerate,Foul Play,Trailblaze,2,3,3,50000
Poliwrath (Shadow),81.9,62,water,fighting,82.9,87.3,98,709243,21.5,767,Mud Shot,Icy Wind,Dynamic Punch,5,5,3,50000
Moltres (Galarian),81.8,146,dark,flying,82.4,96.3,88,698291,17.5,761,Sucker Punch,Fly,Brave Bird,7,8,20,100000
Sawk (Shadow),81.6,539,fighting,none,100.4,69.7,83,580824,20,767,Low Kick,Brick Break,Body Slam,5,5,5,75000
Vullaby,81.6,629,dark,flying,81.1,104.1,126,1063756,50,929,Air Slash,Brave Bird,Foul Play,7,5,5,75000
Lucario,81.4,448,fighting,steel,104.3,67.1,80,559882,20.5,768,Force Palm,Aura Sphere,Shadow Ball,4,5,5,75000
Machop,81.4,66,fighting,none,102.7,65.5,126,847583,50,934,Karate Chop,Cross Chop,Brick Break,4,5,3,50000
Quaquaval,80.9,914,water,fighting,98.5,70.5,85,590261,18,767,Low Kick,Close Combat,Hydro Cannon,6,5,3,10000
Skuntank (Shadow),80.9,435,poison,dark,87.1,68.1,113,670261,23.5,764,Poison Jab,Crunch,Trailblaze,7,7,3,50000
Chesnaught,80.6,652,grass,fighting,85.4,90.8,88,682380,19,766,Low Kick,Frenzy Plant,Superpower,6,5,3,10000
Pawmo,80.6,922,electric,fighting,109.5,65.5,114,817637,50,949,Thunder Shock,Wild Charge,Thunder Punch,5,5,3,75000
Conkeldurr,80.4,534,fighting,none,95.9,67.2,95,612226,16.5,767,Force Palm,Dynamic Punch,Brutal Swing,5,4,5,75000
Conkeldurr (Shadow),80.4,534,fighting,none,95.9,67.2,95,612226,16.5,767,Force Palm,Dynamic Punch,Brutal Swing,5,4,5,75000
Hitmonlee,80.4,106,fighting,none,101.5,85.1,67,578723,21.5,768,Low Kick,Blaze Kick,Brick Break,5,5,5,75000
Medicham,80.4,308,fighting,psychic,85.6,111.7,113,1080452,49,962,Psycho Cut,Ice Punch,Dynamic Punch,5,5,3,50000
Machop (Shadow),79.9,66,fighting,none,102.7,65.5,126,847583,50,934,Karate Chop,Cross Chop,Brick Break,4,5,3,50000
Flamigo,79.7,973,flying,fighting,98.7,68.4,88,594095,20,767,Peck,Upper Hand,Brave Bird,5,7,3,75000
Kingambit,79.7,983,dark,steel,91,80.1,88,641441,15.5,768,Low Kick,Foul Play,Iron Head,5,7,5,75000
Hitmontop,79.6,237,fighting,none,86.7,107.2,73,678480,26,767,Counter,Close Combat,Triple Axel,8,8,5,75000
Timburr (Shadow),79.6,532,fighting,none,100.7,68.9,132,915846,50,961,Low Kick,Brick Break,Rock Tomb,5,7,5,75000
Metang (Shadow),79.4,375,steel,psychic,81.4,108.9,96,850988,36,836,Fury Cutter,Psyshock,Gyro Ball,10,13,5,75000
Bombirdier,79.1,962,flying,dark,91.4,83.8,83,635724,22,766,Sucker Punch,Fly,Drill Run,7,6,5,75000
Hariyama (Shadow),79.1,297,fighting,none,89.9,54.4,133,650444,19.5,765,Force Palm,Upper Hand,Heavy Slam,4,5,3,50000
Houndoom,78.6,229,dark,fire,99.8,69.6,84,583471,21,767,Incinerate,Foul Play,Trailblaze,2,3,3,50000
Thievul,78.4,828,dark,none,85.8,87.2,91,680840,26,764,Sucker Punch,Night Slash,Icy Wind,5,7,1,10000
Latios (Shadow),78.1,381,dragon,psychic,100.5,80.8,71,576548,14,761,Dragon Breath,Aura Sphere,Luster Purge,10,15,20,100000
Malamar (Shadow),78.1,687,dark,psychic,83.9,83.4,99,692729,23.5,764,Peck,Foul Play,Superpower,5,5,3,50000
Spiritomb,78.1,442,ghost,dark,86.4,105.8,74,676443,27,766,Sucker Punch,Rock Tomb,Shadow Ball,8,8,5,75000
Timburr,78.1,532,fighting,none,100.7,68.9,132,915846,50,961,Low Kick,Brick Break,Rock Tomb,5,7,5,75000
Hariyama,77.7,297,fighting,none,89.9,54.4,133,650444,19.5,765,Force Palm,Upper Hand,Heavy Slam,4,5,3,50000
Crawdaunt (Shadow),77.6,342,water,dark,103.5,70.4,77,561053,22,767,Waterfall,Night Slash,Scald,4,5,3,50000
Gurdurr,77.6,533,fighting,none,89.7,71.6,102,655097,26,767,Low Kick,Brick Break,Stone Edge,5,7,5,75000
Scrafty,77.6,560,dark,fighting,79,112.1,83,735040,24.5,765,Counter,Foul Play,Upper Hand,7,7,3,50000
Deoxys (Defense),77.2,386,psychic,none,72.3,158.4,70,801662,23.5,763,Low Kick,Psycho Boost,Thunderbolt,5,7,20,100000
Pancham,77.1,674,fighting,none,98.1,79,118,914488,47.5,949,Low Kick,Crunch,Body Slam,6,5,3,50000
Persian (Alolan),77.1,53,dark,none,90.3,83,98,734500,34,814,Scratch,Foul Play,Play Rough,10,15,3,50000
Hitmontop (Shadow),76.6,237,fighting,none,86.7,107.2,73,678480,26,767,Counter,Close Combat,Triple Axel,8,8,5,75000
Sawk,76.4,539,fighting,none,100.4,69.7,83,580824,20,767,Low Kick,Brick Break,Body Slam,5,5,5,75000
Machoke,76.2,67,fighting,none,90.7,69.7,102,644823,27.5,767,Karate Chop,Cross Chop,Return,4,8,3,50000
Bewear (Shadow),76.1,760,normal,fighting,92.7,62.4,109,630508,17.5,766,Low Kick,Superpower,Stomp,5,5,1,10000
Grimer (Alolan) (Shadow),75.4,88,poison,dark,98.3,69.6,137,937310,49,960,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Meowscarada,75.1,908,grass,dark,100.4,70.9,82,583706,19.5,767,Leafage,Night Slash,Frenzy Plant,5,6,3,10000
Cresselia (Shadow),74.9,488,psychic,none,65.8,113.7,114,852886,19,751,Psycho Cut,Grass Knot,Moonblast,6,6,20,100000
Passimian,74.9,766,fighting,none,92,71,97,633604,18,764,Counter,Brutal Swing,Superpower,6,7,3,75000
Tyranitar,74.9,248,rock,dark,92.8,79.7,85,628674,14.5,767,Dragon Breath,Brutal Swing,Stone Edge,9,14,5,75000
Decidueye (Hisuian),74.7,724,grass,fighting,90.8,78.3,91,646977,19,767,Psycho Cut,Energy Ball,Aura Sphere,5,5,3,10000
Honchkrow (Shadow),74.7,430,dark,flying,107.3,49.3,103,544859,20.5,767,Peck,Brave Bird,Dark Pulse,7,6,3,50000
Stufful (Shadow),74.7,759,normal,fighting,100.2,74,125,926850,49.5,966,Take Down,Superpower,Stomp,5,5,1,10000
Monferno,74.6,391,fire,fighting,100.3,74.3,107,797395,42,897,Ember,Flame Wheel,Low Sweep,5,5,3,10000
Chesnaught (Shadow),74.4,652,grass,fighting,85.4,90.8,88,682380,19,766,Low Kick,Frenzy Plant,Superpower,6,5,3,10000
Sneasler,74.4,903,fighting,poison,104,67.8,80,564096,17,767,Shadow Claw,Close Combat,X-Scissor,6,5,5,75000
Buzzwole,74.2,794,bug,fighting,91.7,79.9,87,637434,16,767,Counter,Superpower,Lunge,7,8,20,100000
Reuniclus (Shadow),74.2,579,psychic,none,90.8,67.9,105,647359,19,768,Charm,Psyshock,Shadow Ball,5,7,3,50000
Sneasler (Shadow),74.2,903,fighting,poison,104,67.8,80,564096,17,767,Shadow Claw,Close Combat,X-Scissor,6,5,5,75000
Monferno (Shadow),74.1,391,fire,fighting,100.3,74.3,107,797395,42,897,Ember,Flame Wheel,Low Sweep,5,5,3,10000
Obstagoon (Shadow),73.4,862,dark,normal,81,91.5,98,726327,21,767,Counter,Cross Chop,Night Slash,6,6,3,10000
Honchkrow,73.1,430,dark,flying,107.3,49.3,103,544859,20.5,767,Peck,Brave Bird,Dark Pulse,7,6,3,50000
Mightyena (Shadow),73.1,262,dark,none,90.1,75.7,95,647954,29,766,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Obstagoon,73.1,862,dark,normal,81,91.5,98,726327,21,767,Counter,Night Slash,Cross Chop,6,6,3,10000
Crawdaunt,72.9,342,water,dark,103.5,70.4,77,561053,22,767,Waterfall,Night Slash,Scald,4,5,3,50000
Tyranitar (Shadow),72.6,248,rock,dark,92.8,79.7,85,628674,14.5,767,Dragon Breath,Brutal Swing,Stone Edge,9,14,5,75000
Urshifu (Single Strike),72.4,892,fighting,dark,97.7,70,86,588154,15,762,Sucker Punch,Brick Break,Dynamic Punch,6,7,20,100000
Hitmonchan (Shadow),72.2,107,fighting,none,92.2,98.3,70,634428,24,766,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Kubfu,72.2,891,fighting,none,101,70.7,92,656944,34.5,817,Counter,Close Combat,Brick Break,8,7,20,100000
Toxicroak,71.9,454,poison,fighting,97.5,67.1,92,601887,22.5,767,Poison Sting,Dynamic Punch,Shadow Ball,5,6,3,50000
Bewear,71.6,760,normal,fighting,92.7,62.4,109,630508,17.5,766,Low Kick,Superpower,Stomp,5,5,1,10000
Latias (Shadow),71.4,380,dragon,psychic,90.7,96.7,74,649031,15.5,767,Dragon Breath,Aura Sphere,Mist Ball,10,15,20,100000
Toxicroak (Shadow),71.2,454,poison,fighting,97.5,67.1,92,601887,22.5,767,Poison Sting,Dynamic Punch,Shadow Ball,5,6,3,50000
Mienshao,71.1,620,fighting,none,113.7,60.7,75,517619,20,768,Force Palm,Brutal Swing,Blaze Kick,4,4,3,50000
Sneasel (Hisuian),70.7,215,fighting,poison,95.8,79.9,79,604699,27,766,Poison Jab,Close Combat,X-Scissor,7,6,3,50000
Lunatone,70.4,337,rock,psychic,85.2,77.7,103,681864,24,765,Psywave,Weather Ball (Ice),Rock Slide,9,12,3,50000
Mankey,70.4,56,fighting,none,110.1,65.5,91,656251,50,851,Karate Chop,Cross Chop,Brick Break,4,5,3,50000
Mienfoo,70.4,619,fighting,none,113.3,74,93,779731,47,943,Low Kick,Brick Break,High Jump Kick,5,7,3,50000
Solrock,70.2,338,rock,psychic,85.2,77.7,103,681864,24,765,Psywave,Weather Ball (Fire),Rock Slide,9,12,3,50000
Wobbuffet,70.2,202,psychic,none,50.7,81.8,268,1111466,50,750,Counter,Mirror Coat,Return,8,12,3,50000
Tauros (Aqua),70.1,128,fighting,water,91.5,86.3,81,639612,20,767,Double Kick,Aqua Jet,Trailblaze,4,4,3,50000
Smoochum,69.9,238,ice,psychic,113.5,71.6,96,780154,50,944,Powder Snow,Psyshock,Ice Punch,5,5,5,10000
Mankey (Shadow),69.4,56,fighting,none,110.1,65.5,91,656251,50,851,Karate Chop,Cross Chop,Brick Break,4,5,3,50000
Mightyena,69.4,262,dark,none,90.1,75.7,95,647954,29,766,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Slowking (Galarian),69.4,199,poison,psychic,83.9,84.4,99,701035,20.5,767,Acid,Psyshock,Shadow Ball,5,7,3,50000
Lugia (Shadow),69.2,249,psychic,flying,74.6,117.5,89,780130,14.5,763,Dragon Tail,Fly,Earth Power,4,5,20,100000
Sneasel (Hisuian) (Shadow),68.7,215,fighting,poison,95.8,79.9,79,604699,27,766,Poison Jab,Close Combat,X-Scissor,7,6,3,50000
Latios,68.6,381,dragon,psychic,99.7,80.8,73,588070,14.5,766,Dragon Breath,Aura Sphere,Luster Purge,10,15,20,100000
Latias,68.4,380,dragon,psychic,89.1,99.4,74,655384,16,766,Dragon Breath,Aura Sphere,Mist Ball,10,15,20,100000
Orbeetle,68.2,826,bug,psychic,77.2,120.6,81,754136,25.5,765,Psycho Cut,Psyshock,Bug Buzz,5,7,1,10000
Tauros (Blaze),68.2,128,fighting,fire,91.5,86.3,81,639612,20,767,Double Kick,Flame Charge,Trailblaze,5,4,3,50000
Krokorok,67.9,552,ground,dark,107.6,70.6,114,866008,49.5,966,Mud Slap,Crunch,Bulldoze,5,6,5,75000
Grumpig,67.6,326,psychic,none,81.1,94,94,716600,23.5,766,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Stufful,67.2,759,normal,fighting,100.2,74,125,926850,49.5,966,Take Down,Superpower,Stomp,5,5,1,10000
Absol (Shadow),67.1,359,dark,none,112.1,60.1,77,518765,22,766,Psycho Cut,Brutal Swing,Megahorn,4,7,5,75000
Krookodile,67.1,553,ground,dark,95.3,70.1,92,614609,18,767,Mud Slap,Sand Tomb,Crunch,5,5,5,75000
Zapdos (Galarian),67.1,145,fighting,flying,97.1,76.8,81,604040,15.5,766,Low Kick,Fly,Close Combat,6,6,20,100000
Urshifu (Rapid Strike),66.7,892,fighting,water,97.7,70,86,588154,15,762,Counter,Aqua Jet,Dynamic Punch,7,8,20,100000
Shiftry,65.9,275,grass,dark,95.4,63,102,613040,23.5,766,Snarl,Leaf Blade,Foul Play,3,4,3,50000
Stunky,65.6,434,poison,dark,91.9,71,118,769938,50,841,Scratch,Crunch,Trailblaze,12,12,3,50000
Stunky (Shadow),65.6,434,poison,dark,91.9,71,118,769938,50,841,Scratch,Crunch,Trailblaze,12,12,3,50000
Tauros (Combat),65.4,128,fighting,none,91.5,86.3,81,639612,20,767,Double Kick,Close Combat,Trailblaze,4,4,3,50000
Lugia,65.2,249,psychic,flying,73.3,119.5,91,797101,15,766,Dragon Tail,Earth Power,Aeroblast,5,7,20,100000
Armarouge,65.1,936,fire,psychic,94.6,78.4,83,615581,17,767,Incinerate,Psyshock,Heat Wave,2,3,5,50000
Hitmonchan,64.7,107,fighting,none,92.2,98.3,70,634428,24,766,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Maschiff,64.2,942,dark,none,100.1,81,110,891891,47.5,947,Bite,Crunch,Psychic Fangs,12,9,3,50000
Emboar,64.1,500,fire,fighting,98.6,57.5,105,595298,18.5,767,Low Kick,Blast Burn,Heat Wave,7,6,3,10000
Combusken,63.9,256,fire,fighting,98.3,76.1,98,733102,37.5,852,Ember,Rock Slide,Flame Charge,5,6,3,10000
Sneasel (Shadow),63.9,215,dark,ice,95.8,79.9,79,604699,27,766,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Mew,63.7,151,psychic,none,86.2,85.4,92,677256,16.5,767,Shadow Claw,Wild Charge,Psyshock,6,5,20,100000
Xatu (Shadow),63.1,178,psychic,flying,94.6,77.2,85,620765,25.5,768,Peck,Psyshock,Aerial Ace,5,6,3,50000
Breloom,62.9,286,grass,fighting,107.3,69.2,74,549462,21,767,Force Palm,Dynamic Punch,Grass Knot,5,5,3,50000
Raticate (Alolan) (Shadow),62.9,20,dark,normal,80.3,97.6,112,877775,36.5,841,Bite,Crunch,Hyper Fang,12,13,1,10000
Oranguru,62.6,765,normal,psychic,78.8,93,101,740168,23,766,Confusion,Brutal Swing,Trailblaze,3,4,3,75000
Raticate (Alolan),61.9,20,dark,normal,80.3,97.6,112,877775,36.5,841,Bite,Crunch,Return,12,18,1,10000
Falinks,61.7,870,fighting,none,91.3,85.2,82,637858,23.5,765,Counter,Superpower,Megahorn,7,10,5,75000
Grapploct,61.4,853,fighting,none,93.3,76.6,88,628917,21,768,Waterfall,Superpower,Ice Punch,4,4,3,50000
Sneasel,61.2,215,dark,ice,95.8,79.9,79,604699,27,766,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Delphox (Shadow),61.1,655,fire,psychic,94.9,82.7,79,620010,18,767,Scratch,Psyshock,Blast Burn,10,13,3,10000
Infernape (Shadow),60.9,392,fire,fighting,97.8,71.8,85,596873,20.5,765,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Pignite,60.9,499,fire,fighting,91.1,62.3,113,641335,29,766,Ember,Rock Tomb,Flame Charge,6,6,3,10000
Wobbuffet (Shadow),60.4,202,psychic,none,50.7,81.8,268,1111466,50,750,Counter,Mirror Coat,Frustration,8,12,3,50000
Absol,59.7,359,dark,none,112.1,60.1,77,518765,22,766,Psycho Cut,Brutal Swing,Megahorn,4,7,5,75000
Cacturne (Shadow),59.5,332,grass,dark,105.3,60.9,87,557911,24,766,Sucker Punch,Trailblaze,Dark Pulse,7,7,3,50000
Xatu,59.4,178,psychic,flying,94.6,77.2,85,620765,25.5,768,Peck,Psyshock,Aerial Ace,5,6,3,50000
Jirachi,59,385,steel,psychic,86.2,85.4,92,677256,16.5,767,Confusion,Doom Desire,Aura Sphere,3,3,20,100000
Emboar (Shadow),58.7,500,fire,fighting,98.6,57.5,105,595298,18.5,767,Low Kick,Blast Burn,Heat Wave,7,6,3,10000
Hypno,58.7,97,psychic,none,74,102.3,105,794871,27,767,Confusion,Shadow Ball,Thunder Punch,4,3,3,50000
Houndour (Shadow),58.5,228,dark,fire,112.8,66.2,96,716867,50,902,Ember,Dark Pulse,Flamethrower,5,7,3,50000
Infernape,58.5,392,fire,fighting,97.8,71.8,85,596873,20.5,765,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Linoone (Galarian),58.5,264,dark,normal,86.6,84.8,116,851867,38.5,861,Snarl,Body Slam,Dig,4,4,1,10000
Alakazam,58.4,65,psychic,none,111.5,72.6,65,526169,18,767,Psycho Cut,Fire Punch,Shadow Ball,5,6,3,50000
Delphox,58.2,655,fire,psychic,94.9,82.7,79,620010,18,767,Scratch,Psyshock,Blast Burn,10,13,3,10000
Linoone (Galarian) (Shadow),58,264,dark,normal,86.6,84.8,116,851867,38.5,861,Snarl,Body Slam,Dig,4,4,1,10000
Shiftry (Shadow),58,275,grass,dark,95.4,63,102,613040,23.5,766,Snarl,Leaf Blade,Foul Play,3,4,3,50000
Alakazam (Shadow),57.9,65,psychic,none,111.5,72.6,65,526169,18,767,Psycho Cut,Fire Punch,Shadow Ball,5,6,3,50000
Starmie,57.7,121,water,psychic,95.3,87.3,74,615657,21.5,767,Psywave,Aqua Jet,Power Gem,10,13,3,50000
Mabosstiff,57.4,943,dark,none,96.2,75.2,84,607676,18.5,765,Bite,Crunch,Psychic Fangs,12,9,3,50000
Starmie (Shadow),57.4,121,water,psychic,95.3,87.3,74,615657,21.5,767,Psywave,Aqua Jet,Power Gem,10,13,3,50000
Uxie,57.2,480,psychic,none,73.1,126,87,801322,22,766,Confusion,Swift,Thunder,3,5,20,100000
Combusken (Shadow),56.9,256,fire,fighting,98.3,76.1,98,733102,37.5,852,Ember,Rock Slide,Flame Charge,5,6,3,10000
Slowbro (Galarian),56.2,80,poison,psychic,85.2,77.5,104,686712,22.5,767,Confusion,Drain Punch,Sludge Bomb,3,4,3,50000
Victini,56.2,494,psychic,fire,86.2,85.4,92,677256,16.5,767,Confusion,V-Create,Psyshock,3,3,20,100000
Celebi,56,251,psychic,grass,86.2,85.4,92,677256,16.5,767,Confusion,Aura Sphere,Leaf Storm,3,4,20,100000
Slowbro,55.9,80,water,psychic,81.1,86.5,103,722560,22,767,Confusion,Drain Punch,Ice Beam,3,4,3,50000
Grumpig (Shadow),55.5,326,psychic,none,81.1,94,94,716600,23.5,766,Psywave,Dynamic Punch,Shadow Ball,12,13,1,10000
Bruxish,54.7,779,water,psychic,97.6,73.3,83,593789,23,765,Confusion,Aqua Tail,Psychic Fangs,3,3,3,50000
Cacturne,54.5,332,grass,dark,105.3,60.9,87,557911,24,766,Sucker Punch,Trailblaze,Dark Pulse,7,7,3,50000
Chimecho,54,358,psychic,none,85.5,86.5,93,687805,25,767,Astonish,Psyshock,Energy Ball,4,5,5,75000
Sharpedo (Shadow),53.4,319,water,dark,119.2,45.8,90,491342,25.5,766,Bite,Crunch,Poison Fang,12,10,3,50000
