Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Goodra,88.5,706,dragon,none,85.6,95.9,83,681350,16,767,Dragon Breath,Aqua Tail,Thunder Punch,9,10,5,75000
Sandslash (Alolan),88.3,28,ice,steel,83,95.3,89,703981,23,767,Powder Snow,Drill Run,Ice Punch,5,5,3,50000
Dewott,88.1,502,water,none,91,74.1,110,741741,35,824,Fury Cutter,X-Scissor,Aqua Tail,10,9,3,10000
Muk (Alolan),88.1,89,poison,dark,82.9,79.9,105,695490,20,763,Poison Jab,Dark Pulse,Sludge Wave,8,10,3,50000
Malamar,88,687,dark,psychic,83.9,83.4,99,692729,23.5,764,Psywave,Superpower,Foul Play,10,10,3,50000
Skuntank,87.6,435,poison,dark,87.1,68.1,113,670261,23.5,764,Poison Jab,Trailblaze,Crunch,7,7,3,50000
Lumineon,87.4,457,water,none,79.5,100.2,100,796590,32.5,797,Gust,Aqua Tail,Silver Wind,3,4,3,50000
Sealeo,87,364,ice,water,81.4,84.3,125,857753,36,837,Powder Snow,Body Slam,Surf,5,6,3,50000
Revavroom,86.7,966,steel,poison,97.1,73.3,85,604982,19,767,Poison Jab,Gyro Ball,Overheat,8,8,3,50000
Tentacruel,86.7,73,water,poison,77.9,102.7,93,744031,23,765,Acid,Scald,Payback,7,8,3,50000
Qwilfish,86.5,211,water,poison,93.9,75.5,88,623872,27,766,Poison Sting,Aqua Tail,Shadow Ball,4,6,3,50000
Samurott (Hisuian),86.3,503,water,dark,94.9,69.2,94,617306,20,767,Fury Cutter,Sacred Sword,X-Scissor,9,10,3,10000
Pawniard,86.1,624,dark,steel,105.7,86.3,95,866581,49,960,Fury Cutter,Night Slash,X-Scissor,9,10,5,75000
Politoed,85.8,186,water,none,81.6,88.9,99,718170,23,767,Mud Shot,Weather Ball (Water),Earthquake,4,8,3,50000
Swanna,85.6,581,water,flying,92,72.3,95,631902,26.5,766,Gust,Fly,Aqua Jet,4,3,3,50000
Bronzong,85.4,437,steel,psychic,79.3,108.9,86,742676,25,767,Confusion,Psyshock,Weather Ball (Water),3,3,3,50000
Dragalge,85.4,691,poison,dragon,84.3,102.4,81,699218,23.5,768,Dragon Tail,Outrage,Aqua Tail,5,3,3,50000
Aggron,85.2,306,steel,rock,83.4,111.4,76,706098,18.5,767,Dragon Tail,Meteor Beam,Rock Tomb,5,5,1,10000
Lokix,85.2,920,bug,dark,95,74.4,87,614916,24,767,Sucker Punch,X-Scissor,Trailblaze,6,7,1,50000
Alomomola,84.3,594,water,none,69.7,71.1,170,842464,26,767,Waterfall,Psychic,Hydro Pump,6,8,5,75000
Bombirdier,84.3,962,flying,dark,91.4,83.8,83,635724,22,766,Sucker Punch,Fly,Rock Tomb,7,8,5,75000
Kingdra,84.1,230,water,dragon,87.1,91.5,84,669451,21,766,Dragon Breath,Swift,Surf,9,12,3,50000
Grimer (Alolan),84,88,poison,dark,98.3,69.6,137,937310,49,960,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Kingambit,84,983,dark,steel,91,80.1,88,641441,15.5,768,Metal Sound,Foul Play,X-Scissor,5,5,5,75000
Wartortle,83.4,8,water,none,85.6,110.6,110,1041410,47.5,947,Water Gun,Aqua Jet,Ice Beam,14,19,3,10000
Duraludon,82.9,884,steel,dragon,98.5,80.3,75,593216,18,766,Dragon Tail,Dragon Claw,Flash Cannon,5,6,5,75000
Metagross,82.9,376,steel,psychic,95,87.3,74,613719,14.5,766,Fury Cutter,Meteor Mash,Earthquake,12,17,5,75000
Wailmer,82.7,320,water,none,93.2,54.6,193,982123,48.5,957,Rollout,Body Slam,Scald,3,4,1,10000
Salamence,81.8,373,dragon,flying,102.6,66.6,83,567152,14.5,766,Dragon Tail,Fly,Brutal Swing,4,3,5,75000
Kabuto,81.4,140,rock,water,107.7,103.7,76,848805,49,961,Mud Shot,Rock Tomb,Aqua Jet,6,5,5,75000
Raticate (Alolan),81.4,20,dark,normal,80.3,97.6,112,877775,36.5,841,Quick Attack,Crunch,Hyper Fang,6,7,1,10000
Relicanth,81.4,369,water,rock,75.2,95.6,108,776425,22.5,767,Water Gun,Ancient Power,Aqua Tail,15,12,5,75000
Thievul,81.2,828,dark,none,85.8,87.2,91,680840,26,764,Sucker Punch,Night Slash,Play Rough,5,9,1,10000
Murkrow,80.9,198,dark,flying,110.1,62.4,104,714505,41,887,Peck,Drill Peck,Foul Play,5,5,3,50000
Feraligatr,80.7,160,water,none,88.6,84,89,662374,19.5,768,Shadow Claw,Hydro Cannon,Crunch,5,6,3,10000
Seadra,80.7,117,water,none,94,84.1,78,616621,26.5,764,Dragon Breath,Dragon Pulse,Return,14,18,3,50000
Zweilous,80.5,634,dark,dragon,86.6,79.2,100,685872,30.5,773,Dragon Breath,Body Slam,Dark Pulse,9,13,5,75000
Corsola,80.3,222,water,rock,87,113.7,107,1058433,49,962,Bubble,Power Gem,Rock Blast,5,4,3,50000
Lairon,80.1,305,steel,rock,81.4,105.3,84,719999,27,767,Metal Sound,Rock Tomb,Rock Slide,7,6,1,10000
Arctibax,80,997,dragon,ice,87.9,70.5,108,669271,27,767,Dragon Breath,Avalanche,Dragon Claw,12,13,5,75000
Aron,79.4,304,steel,rock,91.9,105.4,102,987999,50,956,Metal Sound,Rock Tomb,Body Slam,7,5,1,10000
Bibarel,78.1,400,normal,water,89,71.9,108,691103,31.5,785,Rollout,Hyper Fang,Surf,4,4,1,10000
Carracosta,78.1,565,water,rock,86.8,90.8,85,669922,21.5,767,Rock Throw,Body Slam,Ancient Power,7,9,5,75000
Slowpoke,78,79,water,psychic,83.8,76.4,150,960348,50,896,Confusion,Psyshock,Water Pulse,3,4,3,50000
Omanyte,77,138,rock,water,99.6,105.3,78,818055,43,908,Mud Shot,Rock Tomb,Rock Blast,6,5,5,75000
Omastar,76.9,139,rock,water,90.6,91.9,78,649439,20,768,Mud Shot,Rock Slide,Hydro Pump,5,9,5,75000
Octillery,76.7,224,water,none,94.1,72.1,91,617400,24,765,Lock On,Water Pulse,Gunk Shot,10,15,1,10000
Vaporeon,76.7,134,water,none,84.7,69.3,118,692626,18,767,Water Gun,Aqua Tail,Last Resort,12,19,5,75000
Golduck,76.1,55,water,none,88.8,80.2,92,655202,22.5,767,Confusion,Cross Chop,Liquidation,3,4,3,50000
Dragonair,75.8,148,dragon,none,91.7,82.3,93,701863,33,803,Dragon Breath,Aqua Tail,Wrap,9,12,5,75000
Sandshrew (Alolan),74.9,27,ice,steel,94.6,97.3,102,938867,50,945,Powder Snow,Night Slash,Gyro Ball,5,7,3,50000
Starmie,74.5,121,water,psychic,95.3,87.3,74,615657,21.5,767,Psywave,Aqua Jet,Power Gem,10,13,3,50000
Bisharp,74.1,625,dark,steel,100,78.5,75,588750,19.5,767,Snarl,X-Scissor,Dark Pulse,4,4,5,75000
Brionne,74.1,729,water,none,90,83.7,86,647838,30,767,Charm,Aqua Jet,Disarming Voice,5,6,3,10000
Croconaw,73.4,159,water,none,87.7,89.4,100,784038,35.5,832,Water Gun,Crunch,Ice Punch,15,14,3,10000
Frigibax,73.4,996,dragon,ice,100.7,68.2,120,824129,50,912,Dragon Breath,Avalanche,Dragon Claw,12,13,5,75000
Overqwil,73,904,dark,poison,93.7,76.5,87,623620,18.5,766,Poison Sting,Shadow Ball,Dark Pulse,6,6,5,75000
Tyranitar,72.5,248,rock,dark,92.8,79.7,85,628674,14.5,767,Dragon Breath,Brutal Swing,Stone Edge,9,14,5,75000
Poliwhirl,71.6,61,water,none,91.9,93.3,119,1020338,50,970,Mud Shot,Mud Bomb,Scald,5,6,3,50000
Slowbro,71.6,80,water,psychic,81.1,86.5,103,722560,22,767,Confusion,Drain Punch,Surf,3,4,3,50000
Quaxwell,71,913,water,none,92.5,76.3,101,712833,34,816,Wing Attack,Aqua Jet,Aerial Ace,5,6,3,10000
Shellos,71,422,water,none,79.7,81.1,133,859668,50,830,Mud Slap,Body Slam,Mud Bomb,4,5,3,50000
Qwilfish (Hisuian),70.3,211,dark,poison,91.6,80.4,86,633359,26,765,Poison Sting,Shadow Ball,Dark Pulse,6,6,3,50000
Slowking,69.8,199,water,psychic,81.1,86.5,103,722560,22,767,Confusion,Surf,Psychic,4,4,3,50000
Mightyena,69.4,262,dark,none,90.1,75.7,95,647954,29,766,Sucker Punch,Crunch,Poison Fang,7,6,1,10000
Baxcalibur,69.2,998,dragon,ice,97.1,68.5,91,605273,15.5,768,Dragon Breath,Glaive Rush,Avalanche,10,12,5,75000
Mantyke,69,458,water,flying,81.1,131.1,96,1020692,50,912,Bubble,Aerial Ace,Water Pulse,5,5,5,10000
Tirtouga,68.9,564,water,rock,90.6,104.9,102,969402,46.5,941,Water Gun,Body Slam,Ancient Power,12,15,5,75000
Hydreigon,68.7,635,dark,dragon,97.3,74.8,83,604077,15,768,Dragon Breath,Brutal Swing,Fly,9,12,5,75000
Greninja,68,658,water,dark,99.8,71.8,82,587582,21,767,Water Shuriken,Night Slash,Hydro Cannon,3,3,3,10000
Zoroark,67.8,571,dark,none,112.6,62.9,73,517025,21.5,767,Shadow Claw,Foul Play,Night Shade,5,6,5,75000
Druddigon,67.2,621,dragon,none,93.9,79.6,83,620379,20.5,767,Dragon Tail,Night Slash,Rock Tomb,3,5,5,75000
Linoone (Galarian),67.2,264,dark,normal,86.6,84.8,116,851867,38.5,861,Snarl,Body Slam,Dig,3,4,1,10000
Honchkrow,67,430,dark,flying,107.3,49.3,103,544859,20.5,767,Peck,Brave Bird,Dark Pulse,7,7,3,50000
Cloyster,66.3,91,water,ice,85.2,121.5,66,683219,22,767,Ice Shard,Avalanche,Liquidation,5,5,3,50000
Noivern,66.1,715,flying,dragon,89.7,81.2,90,655528,20,767,Gust,Hurricane,Heat Wave,5,4,5,75000
Fraxure,66,611,dragon,none,103.2,65.5,84,567806,25,767,Dragon Tail,Night Slash,Dragon Claw,3,5,5,75000
Bruxish,64.9,779,water,psychic,97.6,73.3,83,593789,23,765,Confusion,Aqua Tail,Psyshock,3,3,3,50000
Drampa,64.5,780,normal,dragon,97.9,74.6,82,598874,19,767,Dragon Breath,Swift,Outrage,9,15,5,75000
Skrelp,64.5,690,poison,water,83.8,83.8,102,716289,50,777,Acid,Twister,Aqua Tail,5,5,3,50000
Weavile,64.5,461,dark,ice,101.5,75.2,76,580093,18.5,767,Snarl,Foul Play,Avalanche,4,4,3,50000
Prinplup,64.1,394,water,none,88.9,87.8,102,796153,36.5,841,Bubble,Icy Wind,Return,5,7,3,10000
Kingler,63.2,99,water,none,103.4,82.7,66,564378,19.5,767,Mud Shot,Vise Grip,X-Scissor,5,5,3,50000
Huntail,63,367,water,none,93.6,89.9,74,622683,23.5,766,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Floatzel,62.5,419,water,none,102.9,58.5,95,571867,22.5,767,Waterfall,Swift,Aqua Jet,4,4,3,50000
Persian (Alolan),62.5,53,dark,none,90.3,83,98,734500,34,814,Feint Attack,Foul Play,Trailblaze,7,8,3,50000
Tyrantrum,62.1,697,rock,dragon,92.3,82.4,83,631258,17.5,764,Dragon Tail,Meteor Beam,Rock Tomb,5,5,5,75000
Basculin,60.1,550,water,none,95.8,69.5,92,612545,27,767,Tackle,Aqua Tail,Aqua Jet,12,14,1,10000
Tentacool,59.2,72,water,poison,75.7,110.8,91,763268,50,760,Poison Sting,Wrap,Water Pulse,5,6,3,50000
Liepard,58.9,510,dark,none,100,63.3,92,582360,30,765,Snarl,Dark Pulse,Play Rough,4,5,1,10000
Varoom,58.9,965,steel,poison,93.3,82.4,96,738040,50,832,Poison Jab,Gyro Ball,Gunk Shot,8,11,3,50000
Sneasel,57,215,dark,ice,95.8,79.9,79,604699,27,766,Ice Shard,Foul Play,Avalanche,4,5,3,50000
Clamperl,56.9,366,water,none,100,101.4,85,861900,50,929,Water Gun,Body Slam,Water Pulse,12,17,3,50000
Tyrunt,56.3,696,rock,dragon,96.1,81.8,98,770376,38.5,862,Dragon Tail,Rock Tomb,Dragon Claw,5,5,5,75000
Crawdaunt,55,342,water,dark,103.5,70.4,77,561053,22,767,Snarl,Night Slash,Vise Grip,3,4,3,50000
Krabby,54.7,98,water,none,114.6,86.1,71,700561,42,897,Mud Shot,Vise Grip,Razor Shell,5,4,3,50000
Totodile,54.1,158,water,none,89.2,83.8,102,762446,50,827,Water Gun,Aqua Jet,Crunch,14,15,3,10000
Haxorus,53.8,612,dragon,none,108.4,68.1,73,538889,15.5,767,Dragon Tail,Night Slash,Dragon Claw,3,5,5,75000
Clauncher,53,692,water,none,83.1,89.2,102,756077,50,795,Water Gun,Aqua Jet,Crabhammer,14,17,3,50000
Corphish,52.7,341,water,none,105.4,77,94,762885,50,899,Bubble,Vise Grip,Aqua Jet,4,4,3,50000
Seel,52.7,86,water,none,67.6,91.9,120,745493,50,710,Lick,Aqua Tail,Icy Wind,12,15,3,50000
Absol,51.4,359,dark,none,112.1,60.1,77,518765,22,766,Psycho Cut,Dark Pulse,Megahorn,6,7,5,75000
Simipour,51.4,516,water,none,97.3,68.6,90,600730,23.5,765,Water Gun,Crunch,Surf,15,15,3,50000
Goldeen,49.4,118,water,none,93.3,84.5,96,756850,50,842,Peck,Aqua Tail,Horn Attack,5,5,3,50000
Popplio,49.2,728,water,none,91.2,79.7,102,741401,50,825,Water Gun,Aqua Tail,Aqua Jet,12,14,3,10000
Frogadier,48.9,657,water,none,102,76.5,93,725679,38.5,863,Bubble,Surf,Aerial Ace,5,5,3,10000
Gorebyss,46.3,368,water,none,97.5,86.6,71,599489,22.5,767,Confusion,Water Pulse,Draining Kiss,4,4,3,50000
Drizzile,44.7,817,water,none,98.6,65.9,91,591294,29.5,767,Water Gun,Surf,Water Pulse,15,17,3,10000
Wugtrio,44.7,961,water,none,108.1,77.7,64,537560,29,767,Mud Slap,Dig,Surf,5,5,3,50000
Stunky,44.3,434,poison,dark,91.9,71,118,769938,50,841,Bite,Trailblaze,Crunch,23,23,3,50000
Clawitzer,44,693,water,none,96.2,79.1,80,608754,20,766,Smack Down,Crabhammer,Dark Pulse,7,7,3,50000
Piplup,43.6,393,water,none,85.8,79.1,106,719399,50,785,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Sharpedo,38.9,319,water,dark,119.2,45.8,90,491342,25.5,766,Waterfall,Crunch,Poison Fang,5,4,3,50000
Inteleon,31.2,818,water,none,109.7,63.7,76,531080,18.5,767,Water Gun,Shadow Ball,Surf,17,15,3,10000
Axew,28.5,610,dragon,none,111,76.9,96,819446,49,959,Scratch,Dragon Claw,Aqua Tail,25,18,5,75000
